2025-05-14,16:10:29,AIRCON turned ON
2025-05-14,16:10:40,LIGHTS turned ON
2025-05-14,16:10:40,AIRCON turned ON
2025-05-14,16:19:02,LIGHTS turned ON
2025-05-14,16:19:02,AIRCON turned ON
2025-05-14,16:20:16,LIGHTS turned ON
2025-05-14,16:20:16,AIRCON turned ON
2025-05-14,16:20:29,LIGHTS turned ON
2025-05-14,16:20:29,AIRCON turned ON
2025-05-14,16:20:48,LIGHTS turned ON
2025-05-14,16:20:48,AIRCON turned ON
2025-05-14,16:20:59,LIGHTS turned ON
2025-05-14,16:20:59,AIRCON turned ON
2025-05-14,16:21:20,LIGHTS turned ON
2025-05-14,16:21:20,AIRCON turned ON
2025-05-14,16:21:31,LIGHTS turned ON
2025-05-14,16:21:31,AIRCON turned ON
2025-05-14,16:22:52,LIGHTS turned ON
2025-05-14,16:22:52,AIRCON turned ON
2025-05-14,16:23:03,LIGHTS turned ON
2025-05-14,16:23:03,AIRCON turned ON
2025-05-14,16:24:03,LIGHTS turned ON
2025-05-14,16:24:03,AIRCON turned ON
2025-05-14,16:34:04,LIGHTS turned ON
2025-05-14,16:34:04,AIRCON turned ON
2025-05-14,16:34:45,LIGHTS turned ON
2025-05-14,16:34:45,AIRCON turned ON
2025-05-14,16:34:53,LIGHTS turned ON
2025-05-14,16:34:53,AIRCON turned ON
2025-05-14,16:35:53,LIGHTS turned OFF after 0:01:00.281095
2025-05-14,16:35:53,AIRCON turned OFF after 0:01:00.281765
2025-05-14,16:36:00,LIGHTS turned ON
2025-05-14,16:36:00,AIRCON turned ON
2025-05-14,16:36:19,LIGHTS turned OFF after 0:00:19.128515
2025-05-14,16:36:19,AIRCON turned OFF after 0:00:19.128838
2025-05-14,16:36:23,LIGHTS turned ON
2025-05-14,16:36:23,AIRCON turned ON
2025-05-14,16:37:22,LIGHTS turned OFF after 0:00:59.180277
2025-05-14,16:37:22,AIRCON turned OFF after 0:00:59.180128
2025-05-14,16:37:34,LIGHTS turned ON
2025-05-14,16:37:34,AIRCON turned ON
2025-05-14,16:38:07,LIGHTS turned OFF after 0:00:33.562955
2025-05-14,16:38:07,AIRCON turned OFF after 0:00:33.563493
2025-05-14,16:38:20,LIGHTS turned ON
2025-05-14,16:38:20,AIRCON turned ON
2025-05-14,16:52:21,LIGHTS turned OFF after 0:14:01.464211
2025-05-14,16:52:21,AIRCON turned OFF after 0:14:01.464374
2025-05-14,16:52:31,LIGHTS turned ON
2025-05-14,16:52:31,AIRCON turned ON
2025-05-14,16:54:58,LIGHTS turned OFF after 0:02:26.886627
2025-05-14,16:54:58,AIRCON turned OFF after 0:02:26.887291
2025-05-14,16:55:01,LIGHTS turned ON
2025-05-14,16:55:01,AIRCON turned ON
2025-05-14,17:03:10,LIGHTS turned OFF after 0:08:09.248430
2025-05-14,17:03:10,AIRCON turned OFF after 0:08:09.250430
2025-05-14,17:03:13,LIGHTS turned ON
2025-05-14,17:03:14,AIRCON turned ON
2025-05-14,17:29:48,LIGHTS turned ON
2025-05-14,17:29:48,AIRCON turned ON
2025-05-14,21:24:00,LIGHTS turned ON
2025-05-14,21:24:00,AIRCON turned ON
2025-05-14,21:30:52,LIGHTS turned OFF after 0:06:51.949963
2025-05-14,21:30:52,AIRCON turned OFF after 0:06:51.953596
2025-05-14,21:31:00,LIGHTS turned ON
2025-05-14,21:31:00,AIRCON turned ON
2025-05-14,21:37:35,LIGHTS turned OFF after 0:06:35.048709
2025-05-14,21:37:35,AIRCON turned OFF after 0:06:35.049148
2025-05-14,21:37:52,LIGHTS turned ON
2025-05-14,21:37:52,AIRCON turned ON
2025-05-14,22:02:59,LIGHTS turned OFF after 0:25:06.866536
2025-05-14,22:02:59,AIRCON turned OFF after 0:25:06.866910
2025-05-14,22:03:01,LIGHTS turned ON
2025-05-14,22:03:01,AIRCON turned ON
2025-05-14,22:12:24,LIGHTS turned OFF after 0:09:22.762820
2025-05-14,22:12:24,AIRCON turned OFF after 0:09:22.758523
2025-05-14,22:12:43,LIGHTS turned ON
2025-05-14,22:12:43,AIRCON turned ON
2025-05-14,22:19:54,LIGHTS turned OFF after 0:07:10.604999
2025-05-14,22:19:54,AIRCON turned OFF after 0:07:10.605646
2025-05-14,22:20:06,LIGHTS turned ON
2025-05-14,22:20:06,AIRCON turned ON
2025-05-14,22:24:27,LIGHTS turned OFF after 0:04:21.552578
2025-05-14,22:24:27,AIRCON turned OFF after 0:04:21.552574
2025-05-14,22:24:31,LIGHTS turned ON
2025-05-14,22:24:31,AIRCON turned ON
2025-05-14,22:31:23,LIGHTS turned OFF after 0:06:51.899204
2025-05-14,22:31:23,AIRCON turned OFF after 0:06:51.899352
2025-05-14,22:31:27,LIGHTS turned ON
2025-05-14,22:31:27,AIRCON turned ON
2025-05-14,22:32:23,LIGHTS turned OFF after 0:00:55.863134
2025-05-14,22:32:23,AIRCON turned OFF after 0:00:55.863285
2025-05-14,22:32:53,LIGHTS turned ON
2025-05-14,22:32:53,AIRCON turned ON
2025-05-14,22:33:16,LIGHTS turned OFF after 0:00:23.429434
2025-05-14,22:33:16,AIRCON turned OFF after 0:00:23.429644
2025-05-14,22:33:52,LIGHTS turned ON
2025-05-14,22:33:52,AIRCON turned ON
2025-05-14,22:34:22,LIGHTS turned OFF after 0:00:29.848144
2025-05-14,22:34:22,AIRCON turned OFF after 0:00:29.849007
2025-05-14,22:34:49,LIGHTS turned ON
2025-05-14,22:34:49,AIRCON turned ON
2025-05-14,22:35:56,LIGHTS turned OFF after 0:01:07.109276
2025-05-14,22:35:56,AIRCON turned OFF after 0:01:07.109910
